Meeting Name,Meeting Key,Meeting Description,Grade,Semester,Agenda Item Key,Agenda Item Title,Dont Create With Roadmap,Agenda Item Counselor Instructions,Meeting Counselor Instructions,Task Key,Task Name,Task Description,Task Type,Task User Type,Form,Repeats,Content
Academics & 10th Grade Course Selection,premier_9_2-academics-10th-grade-course-selection-9-2,,9,2,premier_9_2-4-year-course-plan,4-year Course Plan,,1. Discuss their academic inventory and takeaways                                                                                      2. Discuss and finalize proposed 4-year plan ,,premier-9-2 Writing Assignment: What’s a book that you believe everyone you know should read and why?,Writing Assignment: What’s a book that you believe everyone you know should read and why?,,pre,student,,,
Academics & 10th Grade Course Selection,premier_9_2-academics-10th-grade-course-selection-9-2,,9,2,premier_9_2-10th-grade-schedule,10th Grade Schedule,,Confirm 10th grade schedule of classes,,,,,,,,,
Academics & 10th Grade Course Selection,premier_9_2-academics-10th-grade-course-selection-9-2,,9,2,premier_9_2-status-check-in-goal-setting-progress-report,Status check-in: Goal Setting Progress Report,,Counselor to add written updates on student’s progress ,,,,,,,,,
Activities Brainstorm,premier_9_2-activities-brainstorm-9-2,Your counselor will help you evaluate your current activities—and recommend any others—to make sure they improve both your high school experience and your candidacy for college.     ,9,2,premier_9_2-brainstorm-all-available-activities,Brainstorm all available activities,,"1. Brainstorm all available activities in school and how they might align with current strengths or interests                                      2. Do an activity inventory. This is a time of exploration, experimentation and discovery. Make sure they recognize the importance of that                                                                  3. Begin a discussion about their community at large. What problems do they see, where do they want to help, and what things should be fixed? (This ties into the parent suggested reading around Making Caring Common). 
i.	Ideally, this could get them thinking about how they might meaningfully engage in their own community. Shift the conversation from volunteering to being aware of the community around them. How might they help, now or in the future? 
ii.	Use this time to debunk myths around ""volunteer hours"" in admissions.",,premier-9-2 Watch Podcast Summary Video: What you do is more important than what you study,Watch Podcast Summary Video: What you do is more important than what you study,,pre,student,,,Podcast Summary Video: What you do is more important than what you study. How Colleges Really Evaluate Activities
Activities Brainstorm,premier_9_2-activities-brainstorm-9-2,Your counselor will help you evaluate your current activities—and recommend any others—to make sure they improve both your high school experience and your candidacy for college.     ,9,2,premier_9_2-brainstorm-all-available-activities,Brainstorm all available activities,,"1. Brainstorm all available activities in school and how they might align with current strengths or interests                                      2. Do an activity inventory. This is a time of exploration, experimentation and discovery. Make sure they recognize the importance of that                                                                  3. Begin a discussion about their community at large. What problems do they see, where do they want to help, and what things should be fixed? (This ties into the parent suggested reading around Making Caring Common). 
i.	Ideally, this could get them thinking about how they might meaningfully engage in their own community. Shift the conversation from volunteering to being aware of the community around them. How might they help, now or in the future? 
ii.	Use this time to debunk myths around ""volunteer hours"" in admissions.",,premier-9-2 Watch How Colleges Really Evaluate Activities,Watch How Colleges Really Evaluate Activities,,pre,student,,,Podcast Summary Video: What you do is more important than what you study. How Colleges Really Evaluate Activities
Activities Brainstorm,premier_9_2-activities-brainstorm-9-2,Your counselor will help you evaluate your current activities—and recommend any others—to make sure they improve both your high school experience and your candidacy for college.     ,9,2,premier_9_2-brainstorm-all-available-activities,Brainstorm all available activities,,"1. Brainstorm all available activities in school and how they might align with current strengths or interests                                      2. Do an activity inventory. This is a time of exploration, experimentation and discovery. Make sure they recognize the importance of that                                                                  3. Begin a discussion about their community at large. What problems do they see, where do they want to help, and what things should be fixed? (This ties into the parent suggested reading around Making Caring Common). 
i.	Ideally, this could get them thinking about how they might meaningfully engage in their own community. Shift the conversation from volunteering to being aware of the community around them. How might they help, now or in the future? 
ii.	Use this time to debunk myths around ""volunteer hours"" in admissions.",,"premier-9-2 Next meeting we’ll be doing an activity inventory – assessing your level of enjoyment, impact made, lessons learned, personal insights gained and interests in various activities. If it would help to take notes beforehand, you can do so here. (have empty text box to enter notes)","Next meeting we’ll be doing an activity inventory – assessing your level of enjoyment, impact made, lessons learned, personal insights gained and interests in various activities. If it would help to take notes beforehand, you can do so here. (have empty text box to enter notes)",,pre,student,,,Podcast Summary Video: What you do is more important than what you study. How Colleges Really Evaluate Activities
Activities Brainstorm,premier_9_2-activities-brainstorm-9-2,Your counselor will help you evaluate your current activities—and recommend any others—to make sure they improve both your high school experience and your candidacy for college.     ,9,2,premier_9_2-brainstorm-all-available-activities,Brainstorm all available activities,,"1. Brainstorm all available activities in school and how they might align with current strengths or interests                                      2. Do an activity inventory. This is a time of exploration, experimentation and discovery. Make sure they recognize the importance of that                                                                  3. Begin a discussion about their community at large. What problems do they see, where do they want to help, and what things should be fixed? (This ties into the parent suggested reading around Making Caring Common). 
i.	Ideally, this could get them thinking about how they might meaningfully engage in their own community. Shift the conversation from volunteering to being aware of the community around them. How might they help, now or in the future? 
ii.	Use this time to debunk myths around ""volunteer hours"" in admissions.",,premier-9-2 Writing Assignment: What’s something you do just for the fun of it?,Writing Assignment: What’s something you do just for the fun of it?,,pre,student,,,Podcast Summary Video: What you do is more important than what you study. How Colleges Really Evaluate Activities
Activities Brainstorm,premier_9_2-activities-brainstorm-9-2,,9,2,premier_9_2-summer-plans-check-in,Summer Plans Check-in,,Follow up on summer plans for those not doing a program. Discuss creating a summer reading list,,,,,,,,,
Testing Overview,premier_9_2-testing-overview-9-3,Which standardized tests should you take? When should you take them? How much do they matter? You’ll leave this meeting with clear answers about your future testing plans.,9,3,premier_9_2-provide-a-testing-overview,Provide a testing overview,,"1. Provide an overview of the role of testing in the admissions process. This should include the PSAT, SAT, ACT, APs, and Subject Tests, and the test-optional movement          2. Provide a rough outline of when testing and test preparation will take place. ",,premier-9-2 Provide any standardized tests in 8th or 9th you’ve taken,Provide any standardized tests in 8th or 9th you’ve taken,,pre,student,,,Guide to SAT. Guide to the PSAT. Guide to ACT. Goal Setting Progress Report.
Testing Overview,premier_9_2-testing-overview-9-3,Which standardized tests should you take? When should you take them? How much do they matter? You’ll leave this meeting with clear answers about your future testing plans.,9,3,premier_9_2-provide-a-testing-overview,Provide a testing overview,,"1. Provide an overview of the role of testing in the admissions process. This should include the PSAT, SAT, ACT, APs, and Subject Tests, and the test-optional movement          2. Provide a rough outline of when testing and test preparation will take place. ",,"premier-9-2 Writing Assignment: When was the last time you lost track of time doing something? Maybe it's during a basketball game, a performance, doing math homework, or hanging out with friends. When does time just fly by for you?","Writing Assignment: When was the last time you lost track of time doing something? Maybe it's during a basketball game, a performance, doing math homework, or hanging out with friends. When does time just fly by for you?",,pre,student,,,Guide to SAT. Guide to the PSAT. Guide to ACT. Goal Setting Progress Report.
Testing Overview,premier_9_2-testing-overview-9-3,,9,3,premier_9_2-outline-psat-basics,Outline PSAT basics,,"1. Outline PSAT basics.                                    2. Share any of these guides as needed: Guide to ACT, Guide to the PSAT, Guide to SAT as needed ",,,,,,,,,
Testing Overview,premier_9_2-testing-overview-9-3,,9,3,premier_9_2-status-check-in-goal-setting-progress-report,Status check-in: Goal Setting Progress Report,,Counselor to add written updates on student’s progress ,,,,,,,,,
Activities - Revisited,premier_9_2-activities-revisited-10-1,"Your counselor will review your current activities to gauge your level of enjoyment, initiative, and impact—the same criteria that colleges will use when they evaluate your applications.",10,1,premier_9_2-activity-exploration,Activity exploration,,"Continue to explore activities. Review the activity section and see what might have been left off. Start to ask questions about what they would continue or drop, given the chance. Use guide of questions to have an in-depth conversation. Look to seek opportunities to demonstrate initiative, impact, passion and leadership ",,premier-9-2 Fill in Activity section in UMS,Fill in Activity section in UMS,,pre,student,,,Community Service is not about the hours. Podcast Summary Video: You don't need a title to be a leader. Blogpost on evaluating activities
Activities - Revisited,premier_9_2-activities-revisited-10-1,"Your counselor will review your current activities to gauge your level of enjoyment, initiative, and impact—the same criteria that colleges will use when they evaluate your applications.",10,1,premier_9_2-activity-exploration,Activity exploration,,"Continue to explore activities. Review the activity section and see what might have been left off. Start to ask questions about what they would continue or drop, given the chance. Use guide of questions to have an in-depth conversation. Look to seek opportunities to demonstrate initiative, impact, passion and leadership ",,premier-9-2 Watch Podcast Summary Video Community Service is not about the hours,Watch Podcast Summary Video Community Service is not about the hours,,pre,student,,,Community Service is not about the hours. Podcast Summary Video: You don't need a title to be a leader. Blogpost on evaluating activities
Activities - Revisited,premier_9_2-activities-revisited-10-1,"Your counselor will review your current activities to gauge your level of enjoyment, initiative, and impact—the same criteria that colleges will use when they evaluate your applications.",10,1,premier_9_2-activity-exploration,Activity exploration,,"Continue to explore activities. Review the activity section and see what might have been left off. Start to ask questions about what they would continue or drop, given the chance. Use guide of questions to have an in-depth conversation. Look to seek opportunities to demonstrate initiative, impact, passion and leadership ",,premier-9-2 Watch Podcast Summary Video: You don’t need a title to be a leader,Watch Podcast Summary Video: You don’t need a title to be a leader,,pre,student,,,Community Service is not about the hours. Podcast Summary Video: You don't need a title to be a leader. Blogpost on evaluating activities
Activities - Revisited,premier_9_2-activities-revisited-10-1,"Your counselor will review your current activities to gauge your level of enjoyment, initiative, and impact—the same criteria that colleges will use when they evaluate your applications.",10,1,premier_9_2-activity-exploration,Activity exploration,,"Continue to explore activities. Review the activity section and see what might have been left off. Start to ask questions about what they would continue or drop, given the chance. Use guide of questions to have an in-depth conversation. Look to seek opportunities to demonstrate initiative, impact, passion and leadership ",,premier-9-2 Read blogpost on evaluating activities,Read blogpost on evaluating activities,,pre,student,,,Community Service is not about the hours. Podcast Summary Video: You don't need a title to be a leader. Blogpost on evaluating activities
Activities - Revisited,premier_9_2-activities-revisited-10-1,,10,1,premier_9_2-activity-exploration-athletes,Activity exploration - athletes,,"For athletes, evaluate need for additional support based on athletic opportunities & recruitment ",,,,,,,,,
Summer Planning (Summer before 11th),premier_9_2-summer-planning-summer-before-11th-10-1,"We’ll revisit your previous summer, discuss how you might like to spend your break from school, and help you plan a summer that’s productive and enjoyable.   ",10,1,premier_9_2-summer-planning,Summer Planning,,Summer Planning. Ask them to assess last summer – was it fun? What was the highlight? ,,"premier-9-2 If you haven’t read it yet, read the Summer Planning Guide","If you haven’t read it yet, read the Summer Planning Guide",,pre,student,,,"Summer Planning Guide. College fairs, rep visits, and other college search resources. College Visits Overview"
Summer Planning (Summer before 11th),premier_9_2-summer-planning-summer-before-11th-10-1,"We’ll revisit your previous summer, discuss how you might like to spend your break from school, and help you plan a summer that’s productive and enjoyable.   ",10,1,premier_9_2-summer-planning,Summer Planning,,Summer Planning. Ask them to assess last summer – was it fun? What was the highlight? ,,"premier-9-2 Writing Assignment: if you were given a week to do whatever you wanted (consider money no object), what would you do?","Writing Assignment: if you were given a week to do whatever you wanted (consider money no object), what would you do?",,pre,student,,,"Summer Planning Guide. College fairs, rep visits, and other college search resources. College Visits Overview"
Summer Planning (Summer before 11th),premier_9_2-summer-planning-summer-before-11th-10-1,,10,1,premier_9_2-summer-planning-stem-fine-arts,Summer Planning - STEM & Fine Arts,,"If this is a STEM or fine arts student, this should be a more pointed conversation about how to build hands-on experience and/or contribute to a portfolio. ",,,,,,,,,
Summer Planning (Summer before 11th),premier_9_2-summer-planning-summer-before-11th-10-1,,10,1,premier_9_2-summer-research,Summer Research,,1. Assign ideas to research                             2. See if they'd be open to reading 1-2 books for fun. Talk through potential ideas.,,,,,,,,,
Summer Planning (Summer before 11th),premier_9_2-summer-planning-summer-before-11th-10-1,,10,1,premier_9_2-summer-programs,Summer Programs,,Share a few specific programs with families that would be a good match for the student. ,,,,,,,,,
Summer Planning (Summer before 11th),premier_9_2-summer-planning-summer-before-11th-10-1,,10,1,premier_9_2-college-fairs-college-visits,College Fairs & College Visits,,Discuss attending college fairs and opportunities to visit colleges in conjunction with family travel plans ,,"premier-9-2 Watch College fairs, rep visits, and other college search resources","Watch College fairs, rep visits, and other college search resources",,pre,student,,,
Summer Planning (Summer before 11th),premier_9_2-summer-planning-summer-before-11th-10-1,,10,1,premier_9_2-college-fairs-college-visits,College Fairs & College Visits,,Discuss attending college fairs and opportunities to visit colleges in conjunction with family travel plans ,,premier-9-2 Watch College Visits Overview,Watch College Visits Overview,,pre,student,,,
Summer Discussion & Applications,premier_9_2-summer-discussion-applications-if-needed-10-1,"Now that you've made plans for summer, your counselor will walk you through the applications and outline any essays required so you'll be ready to submit before the deadline.  ",10,1,premier_9_2-summer-programs,Summer Programs,1,Review programs from previous meetings’ recommendations (95),(if needed),premier-9-2 Research and review summer ideas and programs assigned.,Research and review summer ideas and programs assigned.,,pre,student,,,How to write an application essay
Summer Discussion & Applications,premier_9_2-summer-discussion-applications-if-needed-10-1,"Now that you've made plans for summer, your counselor will walk you through the applications and outline any essays required so you'll be ready to submit before the deadline.  ",10,1,premier_9_2-summer-programs,Summer Programs,1,Review programs from previous meetings’ recommendations (95),(if needed),"premier-9-2 Writing Assignment: In the past year, which movie, play, book, song, or any other piece of artistic or cultural expression has impacted you most and how?","Writing Assignment: In the past year, which movie, play, book, song, or any other piece of artistic or cultural expression has impacted you most and how?",,pre,student,,,How to write an application essay
Summer Discussion & Applications,premier_9_2-summer-discussion-applications-if-needed-10-1,,10,1,premier_9_2-summer-applications,Summer Applications,1,1. Outline to dos for each application (if any) and brainstorm essays (if any). Finalize timeline for application completion for programs                                                         2. Assign essay writing for winter break (edit 1 round + final proof) per application (up to 3 total) ,(if needed),premier-9-2 Fill out any summer program applications,Fill out any summer program applications,,post,student,,,
Summer Discussion & Applications,premier_9_2-summer-discussion-applications-if-needed-10-1,,10,1,premier_9_2-summer-applications,Summer Applications,1,1. Outline to dos for each application (if any) and brainstorm essays (if any). Finalize timeline for application completion for programs                                                         2. Assign essay writing for winter break (edit 1 round + final proof) per application (up to 3 total) ,(if needed),premier-9-2 Watch How to write an application essay (if essays required),Watch How to write an application essay (if essays required),,post,student,,,
Summer Discussion & Applications,premier_9_2-summer-discussion-applications-if-needed-10-1,,10,1,premier_9_2-summer-applications,Summer Applications,1,1. Outline to dos for each application (if any) and brainstorm essays (if any). Finalize timeline for application completion for programs                                                         2. Assign essay writing for winter break (edit 1 round + final proof) per application (up to 3 total) ,(if needed),premier-9-2 Complete first essay draft for summer program application,Complete first essay draft for summer program application,,post,student,,,
Summer Discussion & Applications,premier_9_2-summer-discussion-applications-if-needed-10-1,,10,1,premier_9_2-diagnostics,Diagnostics?,1,"Register student for any diagnostics that need to be taken (SAT, ACT or both) ",(if needed),,,,,,,,
Summer Discussion & Applications,premier_9_2-summer-discussion-applications-if-needed-10-1,,10,1,premier_9_2-academic-check-in,Academic Check-in,1,Evaluate academic performance and identify any necessary support needed. Evaluation of study skills and determine if any additional support is necessary ,(if needed),,,,,,,,
Academics & Course Selection,premier_9_2-academics-course-selection-10-2,We’ll use this meeting to thoughtfully choose courses that maximize your last two years of high school and show colleges your academic potential.,10,2,premier_9_2-course-planning,Course Planning,,1. Review course plan and any changes. Do these fit the end goals?                                  2. Set 11th grade courses.                                  3. Review the difference between courses required for graduation and those required for college admissions (and NCAA if relevant) ,,premier-9-2 Fill in the Coursework section with all final grades from 9th and 10th.,Fill in the Coursework section with all final grades from 9th and 10th.,,pre,student,,,How to become your favorite teacher's favorite student. How to work with your school counselor. Podcast Ep 3. Goal Sretting Progress Report.
Academics & Course Selection,premier_9_2-academics-course-selection-10-2,We’ll use this meeting to thoughtfully choose courses that maximize your last two years of high school and show colleges your academic potential.,10,2,premier_9_2-course-planning,Course Planning,,1. Review course plan and any changes. Do these fit the end goals?                                  2. Set 11th grade courses.                                  3. Review the difference between courses required for graduation and those required for college admissions (and NCAA if relevant) ,,"premier-9-2 If not completed already, build an 11th-12th course plan under the Course Planning tab in the Academic section. Make adjustments if needed.","If not completed already, build an 11th-12th course plan under the Course Planning tab in the Academic section. Make adjustments if needed.",,pre,student,,,How to become your favorite teacher's favorite student. How to work with your school counselor. Podcast Ep 3. Goal Sretting Progress Report.
Academics & Course Selection,premier_9_2-academics-course-selection-10-2,We’ll use this meeting to thoughtfully choose courses that maximize your last two years of high school and show colleges your academic potential.,10,2,premier_9_2-course-planning,Course Planning,,1. Review course plan and any changes. Do these fit the end goals?                                  2. Set 11th grade courses.                                  3. Review the difference between courses required for graduation and those required for college admissions (and NCAA if relevant) ,,"premier-9-2 Next meeting, we’ll be doing an academic inventory. We’ll talk about your favorite class/teachers, strengths, struggles, level of interest in certain subjects, best/worst academic moments and what you learned from it, etc. If it would help to take notes beforehand, you can do so here. (have empty text box to enter notes)","Next meeting, we’ll be doing an academic inventory. We’ll talk about your favorite class/teachers, strengths, struggles, level of interest in certain subjects, best/worst academic moments and what you learned from it, etc. If it would help to take notes beforehand, you can do so here. (have empty text box to enter notes)",,pre,student,,,How to become your favorite teacher's favorite student. How to work with your school counselor. Podcast Ep 3. Goal Sretting Progress Report.
Academics & Course Selection,premier_9_2-academics-course-selection-10-2,We’ll use this meeting to thoughtfully choose courses that maximize your last two years of high school and show colleges your academic potential.,10,2,premier_9_2-course-planning,Course Planning,,1. Review course plan and any changes. Do these fit the end goals?                                  2. Set 11th grade courses.                                  3. Review the difference between courses required for graduation and those required for college admissions (and NCAA if relevant) ,,"premier-9-2 Writing Assignment: If you could learn about anything at great depth at this very moment, what would it be and why?","Writing Assignment: If you could learn about anything at great depth at this very moment, what would it be and why?",,pre,student,,,How to become your favorite teacher's favorite student. How to work with your school counselor. Podcast Ep 3. Goal Sretting Progress Report.
Academics & Course Selection,premier_9_2-academics-course-selection-10-2,We’ll use this meeting to thoughtfully choose courses that maximize your last two years of high school and show colleges your academic potential.,10,2,premier_9_2-course-planning,Course Planning,,1. Review course plan and any changes. Do these fit the end goals?                                  2. Set 11th grade courses.                                  3. Review the difference between courses required for graduation and those required for college admissions (and NCAA if relevant) ,,premier-9-2 Optional - Listen to Get Wise Podcast. Episode 3,Optional - Listen to Get Wise Podcast. Episode 3,,post,parent,,,How to become your favorite teacher's favorite student. How to work with your school counselor. Podcast Ep 3. Goal Sretting Progress Report.
Academics & Course Selection,premier_9_2-academics-course-selection-10-2,,10,2,premier_9_2-school-engagement,School Engagement,,1. Discuss the importance of classroom engagement. Pick 1-2 classes to set a goal for second semester to increase participation.                                                   2. Discuss the importance of intellectual engagement outside of the classroom           3. Discuss ways the student learns and learns best.                                                                 4. Discuss how to express gratitude to 1-2 favorite teachers.                                            5. Establish foundational relationship with school counselor ,,premier-9-2 Watch How to become your favorite teacher’s favorite student,Watch How to become your favorite teacher’s favorite student,,pre,student,,,
Academics & Course Selection,premier_9_2-academics-course-selection-10-2,,10,2,premier_9_2-school-engagement,School Engagement,,1. Discuss the importance of classroom engagement. Pick 1-2 classes to set a goal for second semester to increase participation.                                                   2. Discuss the importance of intellectual engagement outside of the classroom           3. Discuss ways the student learns and learns best.                                                                 4. Discuss how to express gratitude to 1-2 favorite teachers.                                            5. Establish foundational relationship with school counselor ,,premier-9-2 Watch How to work with your school counselor,Watch How to work with your school counselor,,pre,student,,,
Academics & Course Selection,premier_9_2-academics-course-selection-10-2,,10,2,premier_9_2-status-check-in-goal-setting-progress-report,Status check-in: Goal Setting Progress Report,,Counselor to add written updates on student’s progress ,,,,,,,,,
Academics & Course Selection,premier_9_2-academics-course-selection-10-2,,10,2,premier_9_2-diagnostics,Diagnostics?,,"Register student for any diagnostics that need to be taken (SAT, ACT or both) ",,,,,,,,,
Testing,premier_9_2-testing-to-be-held-with-cas-team-member-and-counselor-10-2,"Your counselor and one of our testing experts will work with you to fine-tune your standardized testing plan and make sure you’re well prepared for tests like the SAT, ACT, and AP exams.  ",10,2,premier_9_2-plan-testing-timeline-support,Plan Testing Timeline & Support,,"1. Review any test scores and diagnostics. Strategize on SAT/ACT test preference. Create a testing plan including recommendation of package/hours/service delivery format to meet student’s needs.      2. Discuss AP exams - determine AP exam preparation plan                                               3. Share any of these guides as needed: Guide to ACT, Guide to the PSAT, Guide to SAT as needed                                          ",(To be held with CAS team member and counselor),premier-9-2 Complete assigned diagnostics,Complete assigned diagnostics,,pre,student,,,Overview of Testing. To Test or Not to Test. Testing FAQ. Guide to ACT. Guide to PSAT. Guide to SAT.
