Meeting Name,Meeting Key,Meeting Description,Grade,Semester,Agenda Item Key,Agenda Item Title,Dont Create With Roadmap,Agenda Item Counselor Instructions,Meeting Counselor Instructions,Task Key,Task Name,Task Description,Task Type,Task User Type,Form,Repeats,Content
Major Research & Course Selection,comprehensive_late_start-major-research-course-selection,"Your counselor will review your list of colleges, discuss your current academic interests, and discuss how to pursue those interests as majors as well as review and confirm your 12th grade course schedule.   ",,,comprehensive_late_start-review-initial-research,Review Initial Research,,1. Review research.                                           2. Provide an updated list of colleges to research based off initial findings ,,comprehensive-late-start Watch Highly Selected Colleges,Watch Highly Selected Colleges,,pre,student,,,Highly Selected Colleges. Building a balanced college list. 
Major Research & Course Selection,comprehensive_late_start-major-research-course-selection,"Your counselor will review your list of colleges, discuss your current academic interests, and discuss how to pursue those interests as majors as well as review and confirm your 12th grade course schedule.   ",,,comprehensive_late_start-review-initial-research,Review Initial Research,,1. Review research.                                           2. Provide an updated list of colleges to research based off initial findings ,,comprehensive-late-start Watch Building a Balanced College List.,Watch Building a Balanced College List.,,pre,student,,,Highly Selected Colleges. Building a balanced college list. 
Major Research & Course Selection,comprehensive_late_start-major-research-course-selection,,,,comprehensive_late_start-12th-grade-course-planning,12th Grade Course Planning,,"1. Review courses for 12th and confirm.        2. Discuss how the planned courses aligns with any major choices (if engineering, what coursework; if certain colleges, what coursework, etc). ",,comprehensive-late-start Fill in the Coursework section with all final grades from 9th-11th,Fill in the Coursework section with all final grades from 9th-11th,,pre,student,,,
Letters of Recommendation & Testing Strategy,comprehensive_late_start-letters-of-recommendation-testing-strategy,"This meeting focuses on two important parts of your college application process—your testing strategy, and securing strong letters of recommendation from the right teachers.",,,comprehensive_late_start-letters-of-recommendation,Letters of Recommendation,,Discuss letters of recommendation choices and compare to requirements based on current list ,,comprehensive-late-start Read Letters of Recommendation FAQ,Read Letters of Recommendation FAQ,,pre,student,,,To Test or Not to Test. Letters of Recommendation FAW. Which teachers should write your letters of recommendation? 
Letters of Recommendation & Testing Strategy,comprehensive_late_start-letters-of-recommendation-testing-strategy,"This meeting focuses on two important parts of your college application process—your testing strategy, and securing strong letters of recommendation from the right teachers.",,,comprehensive_late_start-letters-of-recommendation,Letters of Recommendation,,Discuss letters of recommendation choices and compare to requirements based on current list ,,comprehensive-late-start Watch Which teachers should write your letters of recommendation?,Watch Which teachers should write your letters of recommendation?,,pre,student,,,To Test or Not to Test. Letters of Recommendation FAW. Which teachers should write your letters of recommendation? 
Letters of Recommendation & Testing Strategy,comprehensive_late_start-letters-of-recommendation-testing-strategy,"This meeting focuses on two important parts of your college application process—your testing strategy, and securing strong letters of recommendation from the right teachers.",,,comprehensive_late_start-letters-of-recommendation,Letters of Recommendation,,Discuss letters of recommendation choices and compare to requirements based on current list ,,comprehensive-late-start Submit to CW counselor top three choices for teacher LOR and two supplemental LOR,Submit to CW counselor top three choices for teacher LOR and two supplemental LOR,,pre,student,,,To Test or Not to Test. Letters of Recommendation FAW. Which teachers should write your letters of recommendation? 
Letters of Recommendation & Testing Strategy,comprehensive_late_start-letters-of-recommendation-testing-strategy,,,,comprehensive_late_start-testing-strategy,Testing Strategy,,Review any test scores. Strategize on any remaining testing needs.,,comprehensive-late-start Watch To Test or Not to Test,Watch To Test or Not to Test,,pre,student,,,
College Research - Narrowing the List,comprehensive_late_start-college-research-narrowing-the-list,Applying to too many colleges can have adverse effects on both your applications and your sanity. We’ll review your current progress towards creating a balanced and strategically smart final list of colleges.,,,comprehensive_late_start-narrow-the-list,Narrow the List,,1. Review research on additional schools.      2. Discuss how to narrow the list & including program research.                                             3. Provide an updated list with any additional schools necessary to fill the gaps to balance the list ,,comprehensive-late-start Research any final schools and begin to narrow the list,Research any final schools and begin to narrow the list,,pre,student,,,Finalizing Your List: Part 1. How to Navigate Demonstrated Interest. Podcast Ep. 7
College Research - Narrowing the List,comprehensive_late_start-college-research-narrowing-the-list,Applying to too many colleges can have adverse effects on both your applications and your sanity. We’ll review your current progress towards creating a balanced and strategically smart final list of colleges.,,,comprehensive_late_start-narrow-the-list,Narrow the List,,1. Review research on additional schools.      2. Discuss how to narrow the list & including program research.                                             3. Provide an updated list with any additional schools necessary to fill the gaps to balance the list ,,comprehensive-late-start Read How to Navigate Demonstrated Interest,Read How to Navigate Demonstrated Interest,,pre,student,,,Finalizing Your List: Part 1. How to Navigate Demonstrated Interest. Podcast Ep. 7
College Research - Narrowing the List,comprehensive_late_start-college-research-narrowing-the-list,Applying to too many colleges can have adverse effects on both your applications and your sanity. We’ll review your current progress towards creating a balanced and strategically smart final list of colleges.,,,comprehensive_late_start-narrow-the-list,Narrow the List,,1. Review research on additional schools.      2. Discuss how to narrow the list & including program research.                                             3. Provide an updated list with any additional schools necessary to fill the gaps to balance the list ,,comprehensive-late-start Watch Finalizing Your List: Part I,Watch Finalizing Your List: Part I,,pre,student,,,Finalizing Your List: Part 1. How to Navigate Demonstrated Interest. Podcast Ep. 7
College Research - Narrowing the List,comprehensive_late_start-college-research-narrowing-the-list,Applying to too many colleges can have adverse effects on both your applications and your sanity. We’ll review your current progress towards creating a balanced and strategically smart final list of colleges.,,,comprehensive_late_start-narrow-the-list,Narrow the List,,1. Review research on additional schools.      2. Discuss how to narrow the list & including program research.                                             3. Provide an updated list with any additional schools necessary to fill the gaps to balance the list ,,comprehensive-late-start Optional - Listen to Get Wise Podcast. Episode 7,Optional - Listen to Get Wise Podcast. Episode 7,,post,parent,,,Finalizing Your List: Part 1. How to Navigate Demonstrated Interest. Podcast Ep. 7
Check-in Meeting,comprehensive_late_start-check-in-meeting-ad-hoc,,,,comprehensive_late_start-academic-check-in,Academic Check-in,1,Evaluate academic performance and identify any necessary support needed. Evaluation of study skills and determine if any additional support is necessary ,(ad hoc),,,,,,,,
Check-in Meeting,comprehensive_late_start-check-in-meeting-ad-hoc,,,,comprehensive_late_start-activities-update,Activities Update,1,Discuss new avenues to pursue as needed ,(ad hoc),,,,,,,,
Check-in Meeting,comprehensive_late_start-check-in-meeting-ad-hoc,,,,comprehensive_late_start-revisit-testing-plans,Revisit Testing Plans,1,"Revisit testing plans (adjust SAT/ACT timeline depending on scores, Subject Tests if needed, discuss AP exams and necessary prep",(ad hoc),,,,,,,,
Check-in Meeting,comprehensive_late_start-check-in-meeting-ad-hoc,,,,comprehensive_late_start-revisit-summer-plans,Revisit Summer Plans,1,"Revisit summer plans (decisions made on any programs, confirm student applied, discuss other local opportunities if there is no summer program) ",(ad hoc),,,,,,,,
Check-in Meeting,comprehensive_late_start-check-in-meeting-ad-hoc,,,,comprehensive_late_start-college-visits,College Visits,1,Identify college visit opportunities in conjunction with existing family travel plans ,(ad hoc),,,,,,,,
Check-in Meeting,comprehensive_late_start-check-in-meeting-ad-hoc,,,,comprehensive_late_start-status-check-in-goal-setting-progress-report,Status check-in: Goal Setting Progress Report,1,Counselor to add written updates on student’s progress ,(ad hoc),,,,,,,,
Essay Brainstorming,comprehensive_late_start-essay-brainstorming,"Every student has a story worth telling—we’ll help you find yours to share with colleges. You’ll leave this meeting with an outline for a college essay that is thoughtful, engaging, and even fun to write.",,,comprehensive_late_start-essay-brainstorm,Essay brainstorm,,Brainstorm and outline perosnal statement,,comprehensive-late-start Watch Essay Brainstorming,Watch Essay Brainstorming,,pre,student,,,Essay Brainstorming. Blogpost on the importance of the college essay. Letter to Parents on the essay process.
Essay Brainstorming,comprehensive_late_start-essay-brainstorming,"Every student has a story worth telling—we’ll help you find yours to share with colleges. You’ll leave this meeting with an outline for a college essay that is thoughtful, engaging, and even fun to write.",,,comprehensive_late_start-essay-brainstorm,Essay brainstorm,,Brainstorm and outline perosnal statement,,comprehensive-late-start Read this blogpost on the importance of the college essay,Read this blogpost on the importance of the college essay,,pre,student,,,Essay Brainstorming. Blogpost on the importance of the college essay. Letter to Parents on the essay process.
Essay Brainstorming,comprehensive_late_start-essay-brainstorming,"Every student has a story worth telling—we’ll help you find yours to share with colleges. You’ll leave this meeting with an outline for a college essay that is thoughtful, engaging, and even fun to write.",,,comprehensive_late_start-essay-brainstorm,Essay brainstorm,,Brainstorm and outline perosnal statement,,comprehensive-late-start Complete the brainstorming exercises in the Prompt tab,Complete the brainstorming exercises in the Prompt tab,,pre,student,,,Essay Brainstorming. Blogpost on the importance of the college essay. Letter to Parents on the essay process.
Essay Brainstorming,comprehensive_late_start-essay-brainstorming,"Every student has a story worth telling—we’ll help you find yours to share with colleges. You’ll leave this meeting with an outline for a college essay that is thoughtful, engaging, and even fun to write.",,,comprehensive_late_start-essay-brainstorm,Essay brainstorm,,Brainstorm and outline perosnal statement,,comprehensive-late-start Block off the remainder of the brainstorming day for writing,Block off the remainder of the brainstorming day for writing,,pre,student,,,Essay Brainstorming. Blogpost on the importance of the college essay. Letter to Parents on the essay process.
Essay Brainstorming,comprehensive_late_start-essay-brainstorming,"Every student has a story worth telling—we’ll help you find yours to share with colleges. You’ll leave this meeting with an outline for a college essay that is thoughtful, engaging, and even fun to write.",,,comprehensive_late_start-essay-brainstorm,Essay brainstorm,,Brainstorm and outline perosnal statement,,comprehensive-late-start Submit your first draft within 24 hours,Submit your first draft within 24 hours,,post,student,,,Essay Brainstorming. Blogpost on the importance of the college essay. Letter to Parents on the essay process.
Finalize the College List,comprehensive_late_start-finalize-the-college-list,"Together we’ll finalize your college list, review potential application options like “early decision” and “early action,” and make sure you’re set for a smooth and successful path to admission.  ",,,comprehensive_late_start-finalize-college-list,Finalize College List,,1. Finalize the college list                                2. Conisder EA & ED options                            3. Attend individual college info sessions at high schools for schools on the final list 4. Discuss the Common App and share Common App Guide,,comprehensive-late-start Watch Finalize your List: Part II,Watch Finalize your List: Part II,,pre,student,,,Common App Guide. Finalize your List: Part II. Finalizing Letters of Recommendation. Early Decision vs Early Action. Podcast Ep. 8. Visits when you are deciding where to apply. Ins and Outs of Early Action & Early Decision.    
Finalize the College List,comprehensive_late_start-finalize-the-college-list,"Together we’ll finalize your college list, review potential application options like “early decision” and “early action,” and make sure you’re set for a smooth and successful path to admission.  ",,,comprehensive_late_start-finalize-college-list,Finalize College List,,1. Finalize the college list                                2. Conisder EA & ED options                            3. Attend individual college info sessions at high schools for schools on the final list 4. Discuss the Common App and share Common App Guide,,comprehensive-late-start Watch Finalizing Letters of Recommendation,Watch Finalizing Letters of Recommendation,,pre,student,,,Common App Guide. Finalize your List: Part II. Finalizing Letters of Recommendation. Early Decision vs Early Action. Podcast Ep. 8. Visits when you are deciding where to apply. Ins and Outs of Early Action & Early Decision.    
Finalize the College List,comprehensive_late_start-finalize-the-college-list,"Together we’ll finalize your college list, review potential application options like “early decision” and “early action,” and make sure you’re set for a smooth and successful path to admission.  ",,,comprehensive_late_start-finalize-college-list,Finalize College List,,1. Finalize the college list                                2. Conisder EA & ED options                            3. Attend individual college info sessions at high schools for schools on the final list 4. Discuss the Common App and share Common App Guide,,comprehensive-late-start Read Visits when you are deciding where to apply,Read Visits when you are deciding where to apply,,pre,student,,,Common App Guide. Finalize your List: Part II. Finalizing Letters of Recommendation. Early Decision vs Early Action. Podcast Ep. 8. Visits when you are deciding where to apply. Ins and Outs of Early Action & Early Decision.    
Finalize the College List,comprehensive_late_start-finalize-the-college-list,"Together we’ll finalize your college list, review potential application options like “early decision” and “early action,” and make sure you’re set for a smooth and successful path to admission.  ",,,comprehensive_late_start-finalize-college-list,Finalize College List,,1. Finalize the college list                                2. Conisder EA & ED options                            3. Attend individual college info sessions at high schools for schools on the final list 4. Discuss the Common App and share Common App Guide,,comprehensive-late-start Read Ins and Outs of Early Action & Early Decision,Read Ins and Outs of Early Action & Early Decision,,pre,student,,,Common App Guide. Finalize your List: Part II. Finalizing Letters of Recommendation. Early Decision vs Early Action. Podcast Ep. 8. Visits when you are deciding where to apply. Ins and Outs of Early Action & Early Decision.    
Finalize the College List,comprehensive_late_start-finalize-the-college-list,"Together we’ll finalize your college list, review potential application options like “early decision” and “early action,” and make sure you’re set for a smooth and successful path to admission.  ",,,comprehensive_late_start-finalize-college-list,Finalize College List,,1. Finalize the college list                                2. Conisder EA & ED options                            3. Attend individual college info sessions at high schools for schools on the final list 4. Discuss the Common App and share Common App Guide,,comprehensive-late-start Watch Early Decision vs Early Action,Watch Early Decision vs Early Action,,pre,student,,,Common App Guide. Finalize your List: Part II. Finalizing Letters of Recommendation. Early Decision vs Early Action. Podcast Ep. 8. Visits when you are deciding where to apply. Ins and Outs of Early Action & Early Decision.    
Finalize the College List,comprehensive_late_start-finalize-the-college-list,"Together we’ll finalize your college list, review potential application options like “early decision” and “early action,” and make sure you’re set for a smooth and successful path to admission.  ",,,comprehensive_late_start-finalize-college-list,Finalize College List,,1. Finalize the college list                                2. Conisder EA & ED options                            3. Attend individual college info sessions at high schools for schools on the final list 4. Discuss the Common App and share Common App Guide,,comprehensive-late-start Visit school counselor for college list feedback,Visit school counselor for college list feedback,,pre,student,,,Common App Guide. Finalize your List: Part II. Finalizing Letters of Recommendation. Early Decision vs Early Action. Podcast Ep. 8. Visits when you are deciding where to apply. Ins and Outs of Early Action & Early Decision.    
Finalize the College List,comprehensive_late_start-finalize-the-college-list,"Together we’ll finalize your college list, review potential application options like “early decision” and “early action,” and make sure you’re set for a smooth and successful path to admission.  ",,,comprehensive_late_start-finalize-college-list,Finalize College List,,1. Finalize the college list                                2. Conisder EA & ED options                            3. Attend individual college info sessions at high schools for schools on the final list 4. Discuss the Common App and share Common App Guide,,comprehensive-late-start Optional - Listen to Get Wise Podcast. Episode 8,Optional - Listen to Get Wise Podcast. Episode 8,,post,parent,,,Common App Guide. Finalize your List: Part II. Finalizing Letters of Recommendation. Early Decision vs Early Action. Podcast Ep. 8. Visits when you are deciding where to apply. Ins and Outs of Early Action & Early Decision.    
Finalize the College List,comprehensive_late_start-finalize-the-college-list,,,,comprehensive_late_start-portfolios-auditions,Portfolios/Auditions,,Identify schools that require portfolio/auditions. Refer to Strategist to evaluate additional support needed. ,,,,,,,,,
Senior Season Check-in Meeting,comprehensive_late_start-senior-season-check-in-meetings-ad-hoc,"With strategic decisions complete, our work shifts to managing the application timeline, setting small, achievable goals, and bringing perspective to the process.  ",,,comprehensive_late_start-assign-new-applications,Assign new applications,1,,(ad hoc),comprehensive-late-start Fill in your Common Applications,Fill in your Common Applications,,pre,student,,,How to open and start the Coalition application. How to open and start the UC application. How to open and start the Apply Texas application. How to open and start the Cal State application. Apply Texas Guide. Disclosing Learning Differences
Senior Season Check-in Meeting,comprehensive_late_start-senior-season-check-in-meetings-ad-hoc,"With strategic decisions complete, our work shifts to managing the application timeline, setting small, achievable goals, and bringing perspective to the process.  ",,,comprehensive_late_start-assign-new-applications,Assign new applications,1,,(ad hoc),comprehensive-late-start Ask your recommenders for letters,Ask your recommenders for letters,,pre,student,,,How to open and start the Coalition application. How to open and start the UC application. How to open and start the Apply Texas application. How to open and start the Cal State application. Apply Texas Guide. Disclosing Learning Differences
Senior Season Check-in Meeting,comprehensive_late_start-senior-season-check-in-meetings-ad-hoc,"With strategic decisions complete, our work shifts to managing the application timeline, setting small, achievable goals, and bringing perspective to the process.  ",,,comprehensive_late_start-assign-new-applications,Assign new applications,1,,(ad hoc),comprehensive-late-start Create and fill out Coalition App,Create and fill out Coalition App,,pre,student,,,How to open and start the Coalition application. How to open and start the UC application. How to open and start the Apply Texas application. How to open and start the Cal State application. Apply Texas Guide. Disclosing Learning Differences
Senior Season Check-in Meeting,comprehensive_late_start-senior-season-check-in-meetings-ad-hoc,"With strategic decisions complete, our work shifts to managing the application timeline, setting small, achievable goals, and bringing perspective to the process.  ",,,comprehensive_late_start-assign-new-applications,Assign new applications,1,,(ad hoc),comprehensive-late-start Create and fill out UC Application,Create and fill out UC Application,,pre,student,,,How to open and start the Coalition application. How to open and start the UC application. How to open and start the Apply Texas application. How to open and start the Cal State application. Apply Texas Guide. Disclosing Learning Differences
Senior Season Check-in Meeting,comprehensive_late_start-senior-season-check-in-meetings-ad-hoc,"With strategic decisions complete, our work shifts to managing the application timeline, setting small, achievable goals, and bringing perspective to the process.  ",,,comprehensive_late_start-assign-new-applications,Assign new applications,1,,(ad hoc),comprehensive-late-start Create and fill out Apply Texas,Create and fill out Apply Texas,,pre,student,,,How to open and start the Coalition application. How to open and start the UC application. How to open and start the Apply Texas application. How to open and start the Cal State application. Apply Texas Guide. Disclosing Learning Differences
Senior Season Check-in Meeting,comprehensive_late_start-senior-season-check-in-meetings-ad-hoc,"With strategic decisions complete, our work shifts to managing the application timeline, setting small, achievable goals, and bringing perspective to the process.  ",,,comprehensive_late_start-assign-new-applications,Assign new applications,1,,(ad hoc),comprehensive-late-start Create and fill out Cal State,Create and fill out Cal State,,pre,student,,,How to open and start the Coalition application. How to open and start the UC application. How to open and start the Apply Texas application. How to open and start the Cal State application. Apply Texas Guide. Disclosing Learning Differences
Senior Season Check-in Meeting,comprehensive_late_start-senior-season-check-in-meetings-ad-hoc,"With strategic decisions complete, our work shifts to managing the application timeline, setting small, achievable goals, and bringing perspective to the process.  ",,,comprehensive_late_start-assign-new-applications,Assign new applications,1,,(ad hoc),comprehensive-late-start Create and fill out the school-specific application for the school listed,Create and fill out the school-specific application for the school listed,,pre,student,,,How to open and start the Coalition application. How to open and start the UC application. How to open and start the Apply Texas application. How to open and start the Cal State application. Apply Texas Guide. Disclosing Learning Differences
Senior Season Check-in Meeting,comprehensive_late_start-senior-season-check-in-meetings-ad-hoc,"With strategic decisions complete, our work shifts to managing the application timeline, setting small, achievable goals, and bringing perspective to the process.  ",,,comprehensive_late_start-assign-new-applications,Assign new applications,1,,(ad hoc),comprehensive-late-start Read Disclosing Learning Differences,Read Disclosing Learning Differences,,pre,student,,,How to open and start the Coalition application. How to open and start the UC application. How to open and start the Apply Texas application. How to open and start the Cal State application. Apply Texas Guide. Disclosing Learning Differences
Senior Season Check-in Meeting,comprehensive_late_start-senior-season-check-in-meetings-ad-hoc,"With strategic decisions complete, our work shifts to managing the application timeline, setting small, achievable goals, and bringing perspective to the process.  ",,,comprehensive_late_start-assign-new-applications,Assign new applications,1,,(ad hoc),comprehensive-late-start Work on assigned applications,Work on assigned applications,,post,student,,,How to open and start the Coalition application. How to open and start the UC application. How to open and start the Apply Texas application. How to open and start the Cal State application. Apply Texas Guide. Disclosing Learning Differences
Senior Season Check-in Meeting,comprehensive_late_start-senior-season-check-in-meetings-ad-hoc,"With strategic decisions complete, our work shifts to managing the application timeline, setting small, achievable goals, and bringing perspective to the process.  ",,,comprehensive_late_start-assign-new-applications,Assign new applications,1,,(ad hoc),comprehensive-late-start Watch the tutorial on How to open and start the Coalition application,Watch the tutorial on How to open and start the Coalition application,,post,student,,,How to open and start the Coalition application. How to open and start the UC application. How to open and start the Apply Texas application. How to open and start the Cal State application. Apply Texas Guide. Disclosing Learning Differences
Senior Season Check-in Meeting,comprehensive_late_start-senior-season-check-in-meetings-ad-hoc,"With strategic decisions complete, our work shifts to managing the application timeline, setting small, achievable goals, and bringing perspective to the process.  ",,,comprehensive_late_start-assign-new-applications,Assign new applications,1,,(ad hoc),comprehensive-late-start Watch the tutorial on How to open and start the UC application,Watch the tutorial on How to open and start the UC application,,post,student,,,How to open and start the Coalition application. How to open and start the UC application. How to open and start the Apply Texas application. How to open and start the Cal State application. Apply Texas Guide. Disclosing Learning Differences
Senior Season Check-in Meeting,comprehensive_late_start-senior-season-check-in-meetings-ad-hoc,"With strategic decisions complete, our work shifts to managing the application timeline, setting small, achievable goals, and bringing perspective to the process.  ",,,comprehensive_late_start-assign-new-applications,Assign new applications,1,,(ad hoc),comprehensive-late-start Watch the tutorial on How to open and start the Apply Texas application,Watch the tutorial on How to open and start the Apply Texas application,,post,student,,,How to open and start the Coalition application. How to open and start the UC application. How to open and start the Apply Texas application. How to open and start the Cal State application. Apply Texas Guide. Disclosing Learning Differences
Senior Season Check-in Meeting,comprehensive_late_start-senior-season-check-in-meetings-ad-hoc,"With strategic decisions complete, our work shifts to managing the application timeline, setting small, achievable goals, and bringing perspective to the process.  ",,,comprehensive_late_start-assign-new-applications,Assign new applications,1,,(ad hoc),comprehensive-late-start Watch the tutorial on How to open and start the Cal State application,Watch the tutorial on How to open and start the Cal State application,,post,student,,,How to open and start the Coalition application. How to open and start the UC application. How to open and start the Apply Texas application. How to open and start the Cal State application. Apply Texas Guide. Disclosing Learning Differences
Senior Season Check-in Meeting,comprehensive_late_start-senior-season-check-in-meetings-ad-hoc,"With strategic decisions complete, our work shifts to managing the application timeline, setting small, achievable goals, and bringing perspective to the process.  ",,,comprehensive_late_start-assign-new-applications,Assign new applications,1,,(ad hoc),comprehensive-late-start Share the Apply Texas Guide,Share the Apply Texas Guide,,post,student,,,How to open and start the Coalition application. How to open and start the UC application. How to open and start the Apply Texas application. How to open and start the Cal State application. Apply Texas Guide. Disclosing Learning Differences
